age,fnlwgt,education,education_num,capital_gain,capital_loss,hours_per_week,income
28,147560,Some-college,10,0,1902,55,1
64,59145,Doctorate,16,0,1902,60,1
31,85077,Bachelors,13,0,1902,20,1
42,145711,Masters,14,0,1902,50,1
43,112181,Assoc-voc,11,0,1902,32,1
61,139391,Some-college,10,0,1902,35,1
48,143098,Doctorate,16,0,1902,40,1
46,114160,Masters,14,0,1902,45,1
44,325461,Bachelors,13,0,1902,50,1
39,30916,Some-college,10,0,1902,50,1
46,131091,Bachelors,13,0,1902,40,1
48,276664,Doctorate,16,0,1902,50,1
27,160786,11th,7,0,1902,40,1
22,32950,Some-college,10,0,1902,37,0
51,163671,Bachelors,13,0,1902,40,0
48,31141,Some-college,10,0,1902,40,1
52,144361,Assoc-voc,11,0,1902,40,1
31,182177,HS-grad,9,0,1902,40,1
53,95469,Bachelors,13,0,1902,40,1
51,22211,Masters,14,0,1902,60,1
46,398986,Doctorate,16,0,1902,52,1
25,253267,Some-college,10,0,1902,36,1
46,403911,HS-grad,9,0,1902,40,1
57,199768,HS-grad,9,0,1902,30,1
44,151089,Bachelors,13,0,1902,50,1
42,344624,HS-grad,9,0,1902,50,1
42,172297,Masters,14,0,1902,40,1
30,159187,Bachelors,13,0,1902,55,1
54,103179,Doctorate,16,0,1902,50,1
46,168195,Prof-school,15,0,1902,45,1
33,154981,Bachelors,13,0,1902,50,1
38,159179,Some-college,10,0,1902,50,1
50,168212,Masters,14,0,1902,45,1
46,155659,11th,7,0,1902,40,1
41,186909,Masters,14,0,1902,35,1
56,193453,Bachelors,13,0,1902,65,1
39,284166,Bachelors,13,0,1902,50,1
46,353012,Doctorate,16,0,1902,50,1
48,273402,7th-8th,4,0,1902,40,0
35,161637,Doctorate,16,0,1902,40,1
56,189975,Some-college,10,0,1902,60,1
49,213140,HS-grad,9,0,1902,60,1
61,186451,Prof-school,15,0,1902,40,1
43,113324,HS-grad,9,0,1902,40,1
37,193855,HS-grad,9,0,1902,50,0
43,196545,Bachelors,13,0,1902,40,1
41,37869,HS-grad,9,0,1902,40,1
61,202106,HS-grad,9,0,1902,40,1
30,167309,Bachelors,13,0,1902,40,1
58,100313,Some-college,10,0,1902,40,1
40,146908,HS-grad,9,0,1902,40,1
44,193524,Masters,14,0,1902,40,1
40,153238,Bachelors,13,0,1902,32,1
58,225394,HS-grad,9,0,1902,40,0
48,353012,HS-grad,9,0,1902,40,1
49,165953,HS-grad,9,0,1902,40,0
50,134766,Bachelors,13,0,1902,50,1
43,125461,Bachelors,13,0,1902,55,1
53,48343,HS-grad,9,0,1902,40,1
42,146659,Doctorate,16,0,1902,50,1
56,208809,HS-grad,9,0,1902,40,1
44,35910,Bachelors,13,0,1902,56,1
29,46442,Bachelors,13,0,1902,50,1
35,139364,HS-grad,9,0,1902,40,1
44,277647,HS-grad,9,0,1902,40,1
34,190228,Bachelors,13,0,1902,48,1
42,198341,Masters,14,0,1902,55,1
43,110970,Bachelors,13,0,1902,40,1
57,64960,Assoc-voc,11,0,1902,45,0
50,204577,Bachelors,13,0,1902,60,1
45,47314,Some-college,10,0,1902,40,1
32,108116,Bachelors,13,0,1902,60,1
33,59083,Bachelors,13,0,1902,45,1
43,101534,Some-college,10,0,1902,15,1
32,156464,HS-grad,9,0,1902,50,1
36,531055,HS-grad,9,0,1902,48,1
50,371305,HS-grad,9,0,1902,60,1
27,141545,HS-grad,9,0,1902,45,0
60,162347,Prof-school,15,0,1902,40,1
53,110977,Masters,14,0,1902,50,1
61,379885,Doctorate,16,0,1902,40,1
32,194740,Bachelors,13,0,1902,40,1
52,230767,Bachelors,13,0,1902,60,1
37,298539,HS-grad,9,0,1902,55,1
33,51471,HS-grad,9,0,1902,40,1
57,413373,Doctorate,16,0,1902,40,1
43,266324,HS-grad,9,0,1902,99,1
50,102615,HS-grad,9,0,1902,40,1
43,254146,Some-college,10,0,1902,40,1
45,265097,HS-grad,9,0,1902,40,1
37,162834,HS-grad,9,0,1902,45,1
31,183801,Masters,14,0,1902,43,1
33,191335,Assoc-acdm,12,0,1902,50,1
56,335605,HS-grad,9,0,1887,50,1
43,187728,Some-college,10,0,1887,50,1
28,123147,Some-college,10,0,1887,40,1
52,25826,10th,6,0,1887,47,1
38,189623,Bachelors,13,0,1887,40,1
40,289403,7th-8th,4,0,1887,40,1
57,173796,HS-grad,9,0,1887,40,1
41,122381,Some-college,10,0,1887,50,1
37,171150,HS-grad,9,0,1887,50,1
42,213821,HS-grad,9,0,1887,40,1
44,146659,Masters,14,0,1887,35,1
39,77146,Bachelors,13,0,1887,50,1
53,173093,Some-college,10,0,1887,40,1
51,191659,Some-college,10,0,1887,65,1
38,278924,Bachelors,13,0,1887,50,1
43,96102,Some-college,10,0,1887,40,1
33,117963,Assoc-acdm,12,0,1887,60,1
43,293305,Bachelors,13,0,1887,40,1
35,152909,Bachelors,13,0,1887,45,1
41,221947,Some-college,10,0,1887,50,1
45,120131,Some-college,10,0,1887,40,1
59,168569,HS-grad,9,0,1887,40,1
30,226443,Masters,14,0,1887,45,1
32,182556,Bachelors,13,0,1887,45,1
39,99146,Bachelors,13,0,1887,60,1
43,396758,Bachelors,13,0,1887,70,1
32,116539,Bachelors,13,0,1887,55,1
39,177907,HS-grad,9,0,1887,40,1
37,218184,Bachelors,13,0,1887,40,1
34,182274,Some-college,10,0,1887,40,1
46,114032,Some-college,10,0,1887,45,1
51,146325,Doctorate,16,0,1887,40,1
29,81648,HS-grad,9,0,1887,55,1
34,195136,Bachelors,13,0,1887,40,1
50,285200,Some-college,10,0,1887,35,1
34,207668,Some-college,10,0,1887,40,1
58,222247,10th,6,0,1887,40,1
56,162130,5th-6th,3,0,1887,67,1
34,234960,Bachelors,13,0,1887,48,1
36,410034,Bachelors,13,0,1887,40,1
46,54985,HS-grad,9,0,1887,40,1
35,200117,Bachelors,13,0,1887,50,1
50,312477,HS-grad,9,0,1887,40,1
27,120126,Bachelors,13,0,1887,45,1
32,185027,Assoc-acdm,12,0,1887,40,1
44,151089,HS-grad,9,0,1887,70,1
39,355468,HS-grad,9,0,1887,46,1
33,34748,HS-grad,9,0,1887,20,1
59,117299,HS-grad,9,0,1887,40,1
59,530099,Some-college,10,0,1887,55,1
51,155594,Some-college,10,0,1887,40,1
37,167735,Assoc-voc,11,0,1887,40,1
57,169329,HS-grad,9,0,1887,40,1
25,203871,Assoc-voc,11,0,1887,40,1
54,163671,HS-grad,9,0,1887,65,1
47,162187,Some-college,10,0,1887,40,1
52,254285,Doctorate,16,0,1887,70,1
40,104196,Bachelors,13,0,1887,40,1
27,31659,Bachelors,13,0,1887,60,1
31,467579,Bachelors,13,0,1887,40,1
41,223671,HS-grad,9,0,1887,55,1
41,174575,HS-grad,9,0,1887,45,1
50,150876,HS-grad,9,0,1887,55,1
36,99146,Some-college,10,0,1887,40,1
27,169117,HS-grad,9,0,1887,40,1
46,190115,Some-college,10,0,1887,40,1
61,215591,HS-grad,9,0,1887,40,1
39,132879,Bachelors,13,0,1887,40,1
47,168232,HS-grad,9,0,1887,45,1
45,168262,HS-grad,9,0,1887,40,1
55,153451,HS-grad,9,0,1887,40,1
38,43712,11th,7,0,1887,45,1
57,314153,Bachelors,13,0,1887,55,1
38,122493,10th,6,0,1887,40,1
28,51461,Bachelors,13,0,1887,40,1
40,187802,Some-college,10,0,1887,40,1
36,174938,Bachelors,13,0,1887,50,1
36,180667,HS-grad,9,0,1887,60,1
30,146161,HS-grad,9,0,1887,50,1
35,401930,HS-grad,9,0,1887,42,1
32,410615,HS-grad,9,0,1887,60,1
55,193130,HS-grad,9,0,1887,40,1
29,383745,HS-grad,9,0,1887,30,1
37,183800,Assoc-acdm,12,0,1887,40,1
36,86459,Assoc-voc,11,0,1887,50,1
42,212206,Masters,14,0,1887,48,1
40,174283,Doctorate,16,0,1887,50,1
26,164488,Masters,14,0,1887,40,1
44,151089,Masters,14,0,1887,60,1
47,284871,Bachelors,13,0,1887,40,1
35,185556,Masters,14,0,1887,40,1
58,34788,Some-college,10,0,1887,40,1
41,125831,HS-grad,9,0,1887,55,1
41,194360,HS-grad,9,0,1887,40,1
38,286405,Doctorate,16,0,1887,50,1
47,122307,Bachelors,13,0,1887,40,1
39,176296,HS-grad,9,0,1887,40,1
42,173704,Some-college,10,0,1887,50,1
42,212894,Bachelors,13,0,1887,40,1
37,292855,Assoc-voc,11,0,1887,35,1
41,214242,Bachelors,13,0,1887,40,1
51,110747,HS-grad,9,0,1887,40,1
50,128143,Bachelors,13,0,1887,50,1
43,184321,10th,6,0,1887,40,1
28,141957,Assoc-acdm,12,0,1887,70,1
35,111319,Assoc-acdm,12,0,1887,45,1
59,100313,HS-grad,9,0,1887,40,1
28,138692,Bachelors,13,0,1887,40,1
42,185129,Prof-school,15,0,1887,40,1
51,162238,Masters,14,0,1887,47,1
54,215990,Masters,14,0,1887,44,1
45,102771,HS-grad,9,0,1887,40,1
38,172855,Bachelors,13,0,1887,40,1
46,344415,Masters,14,0,1887,40,1
33,182971,Some-college,10,0,1887,40,1
36,272944,Bachelors,13,0,1887,40,1
36,52532,Doctorate,16,0,1887,50,1
61,229062,Some-college,10,0,1887,40,1
30,127651,HS-grad,9,0,1887,48,1
50,213290,Assoc-voc,11,0,1887,36,1
58,314092,Assoc-voc,11,0,1887,48,1
43,266439,Bachelors,13,0,1887,40,1
40,119101,Some-college,10,0,1887,68,1
55,238192,HS-grad,9,0,1887,40,1
52,159755,Bachelors,13,0,1887,40,1
44,343190,Some-college,10,0,1887,55,1
39,376455,Prof-school,15,0,1887,50,1
45,126889,Bachelors,13,0,1887,60,1
42,351161,Bachelors,13,0,1887,40,1
29,228860,Some-college,10,0,1887,50,1
46,102318,Some-college,10,0,1887,40,1
55,110748,Bachelors,13,0,1887,40,1
33,170979,Prof-school,15,0,1887,40,1
44,186916,Some-college,10,0,1887,60,1
37,73471,Bachelors,13,0,1887,47,1
64,161325,Assoc-acdm,12,0,1887,50,1
43,24763,Masters,14,0,1887,45,1
36,33394,Bachelors,13,0,1887,35,1
55,359972,Bachelors,13,0,1887,40,1
34,242984,HS-grad,9,0,1887,45,1
29,250967,Assoc-voc,11,0,1887,48,1
37,265737,Some-college,10,0,1887,60,1
42,230959,Bachelors,13,0,1887,40,1
41,111772,Assoc-acdm,12,0,1887,40,1
45,199590,Some-college,10,0,1887,40,1
35,267866,HS-grad,9,0,1887,50,1
61,115023,Assoc-voc,11,0,1887,60,1
49,34545,Some-college,10,0,1887,40,1
52,34973,HS-grad,9,0,1887,60,1
46,238162,Assoc-acdm,12,0,1887,50,1
23,143003,Masters,14,0,1887,50,1
36,334291,Some-college,10,0,1887,40,1
43,34640,HS-grad,9,0,1887,40,1
35,116960,Masters,14,0,1887,40,1
39,128392,HS-grad,9,0,1887,40,1
39,30529,Bachelors,13,0,1887,40,1
47,324791,Masters,14,0,1887,50,1
53,186303,Some-college,10,0,1887,40,1
53,304504,Some-college,10,0,1887,45,1
26,397317,Masters,14,0,1876,40,0
52,186785,HS-grad,9,0,1876,50,0
61,123273,5th-6th,3,0,1876,56,0
28,154863,HS-grad,9,0,1876,40,0
42,44121,Masters,14,0,1876,40,0
44,101593,Masters,14,0,1876,42,0
51,138179,HS-grad,9,0,1876,40,0
39,86551,HS-grad,9,0,1876,40,0
36,112497,Bachelors,13,0,1876,44,0
45,138626,Some-college,10,0,1876,50,0
27,175387,Bachelors,13,0,1876,40,0
40,105717,Masters,14,0,1876,35,0
25,193820,Bachelors,13,0,1876,40,0
47,151584,HS-grad,9,0,1876,40,0
32,244147,Bachelors,13,0,1876,50,0
53,122109,HS-grad,9,0,1876,38,0
32,226975,Some-college,10,0,1876,60,0
49,149949,HS-grad,9,0,1876,40,0
27,34273,Assoc-voc,11,0,1876,36,0
26,82246,Bachelors,13,0,1876,38,0
60,73091,HS-grad,9,0,1876,50,0
56,50791,Masters,14,0,1876,60,0
58,201393,Assoc-acdm,12,0,1876,40,0
39,114844,Bachelors,13,0,1876,50,0
53,174020,Masters,14,0,1876,38,0
27,292472,Some-college,10,0,1876,45,0
46,175754,Masters,14,0,1876,60,0
30,236861,HS-grad,9,0,1876,45,0
38,329980,HS-grad,9,0,1876,40,0
41,315834,Bachelors,13,0,1876,40,0
27,38918,HS-grad,9,0,1876,75,0
43,81243,Bachelors,13,0,1876,40,0
30,164552,Bachelors,13,0,1876,40,0
25,117833,Bachelors,13,0,1876,40,0
26,177858,Bachelors,13,0,1876,38,0
53,103995,Bachelors,13,0,1876,54,0
39,347491,11th,7,0,1876,46,0
47,154033,Some-college,10,0,1876,40,0
44,150533,Some-college,10,0,1876,55,0
61,30073,HS-grad,9,0,1848,60,1
44,216907,Assoc-acdm,12,0,1848,40,1
28,303954,HS-grad,9,0,1848,42,1
34,223212,Bachelors,13,0,1848,40,1
39,218490,Bachelors,13,0,1848,40,1
41,121718,Assoc-voc,11,0,1848,48,1
35,340110,Bachelors,13,0,1848,70,1
34,155343,HS-grad,9,0,1848,50,1
30,174789,Assoc-acdm,12,0,1848,50,1
30,220148,HS-grad,9,0,1848,50,1
33,173005,Bachelors,13,0,1848,45,1
60,191118,HS-grad,9,0,1848,40,1
31,339482,HS-grad,9,0,1848,40,1
50,192982,HS-grad,9,0,1848,40,1
27,285897,HS-grad,9,0,1848,45,1
37,241463,HS-grad,9,0,1848,65,1
30,206046,HS-grad,9,0,1848,40,1
49,102583,Some-college,10,0,1848,44,1
52,125796,Masters,14,0,1848,40,1
39,423605,12th,8,0,1848,40,1
37,204277,HS-grad,9,0,1848,48,1
39,186191,Masters,14,0,1848,50,1
38,172571,Bachelors,13,0,1848,54,1
44,192381,Bachelors,13,0,1848,40,1
45,54744,Some-college,10,0,1848,40,1
54,93605,HS-grad,9,0,1848,40,1
58,156040,Assoc-acdm,12,0,1848,40,1
36,186934,Bachelors,13,0,1848,55,1
45,223999,9th,5,0,1848,40,1
46,349230,Assoc-voc,11,0,1848,40,1
41,351161,HS-grad,9,0,1848,45,1
41,36651,Masters,14,0,1848,40,1
34,55717,HS-grad,9,0,1848,50,1
33,331615,Doctorate,16,0,1848,40,1
63,383058,Bachelors,13,0,1848,40,1
56,204049,Some-college,10,0,1848,50,1
48,242923,HS-grad,9,0,1848,40,1
40,199900,Assoc-acdm,12,0,1848,55,1
59,231377,Some-college,10,0,1848,45,1
32,168854,Bachelors,13,0,1848,50,1
29,190525,Bachelors,13,0,1848,60,1
41,149909,HS-grad,9,0,1848,40,1
30,129707,Some-college,10,0,1848,40,1
34,318982,Masters,14,0,1848,40,1
41,77373,Some-college,10,0,1848,65,1
46,189498,Bachelors,13,0,1848,45,1
39,91367,Masters,14,0,1848,45,1
26,366219,HS-grad,9,0,1848,60,1
27,215504,Bachelors,13,0,1848,55,1
61,181219,Bachelors,13,0,1848,40,1
37,103121,Bachelors,13,0,1848,40,1
67,197816,Some-college,10,0,1844,70,0
66,213149,Some-college,10,0,1825,40,1
66,253741,HS-grad,9,0,1825,10,1
74,292915,Bachelors,13,0,1825,12,1
66,132055,HS-grad,9,0,1825,40,1
71,494223,Some-college,10,0,1816,2,0
80,87518,Some-college,10,0,1816,60,0
24,43323,HS-grad,9,0,1762,40,0
20,114746,11th,7,0,1762,40,0
28,218555,Some-college,10,0,1762,40,0
59,226922,HS-grad,9,0,1762,30,0
24,85088,HS-grad,9,0,1762,32,0
24,137591,Some-college,10,0,1762,40,0
52,78012,HS-grad,9,0,1762,40,0
39,134475,Bachelors,13,0,1762,40,0
43,138184,HS-grad,9,0,1762,35,0
22,156822,10th,6,0,1762,25,0
30,145231,Assoc-acdm,12,0,1762,40,0
21,213341,11th,7,0,1762,40,0
24,276851,HS-grad,9,0,1762,40,0
21,211968,Some-college,10,0,1762,28,0
49,180899,Masters,14,0,1755,45,1
52,117496,Bachelors,13,0,1755,40,1
38,179488,Some-college,10,0,1741,40,0
30,204374,Bachelors,13,0,1741,48,0
38,123983,Bachelors,13,0,1741,40,0
25,302465,12th,8,0,1741,40,0
34,271933,Bachelors,13,0,1741,45,0
24,314525,Bachelors,13,0,1741,45,0
25,168403,Bachelors,13,0,1741,40,0
31,255004,Bachelors,13,0,1741,38,0
39,129573,Bachelors,13,0,1741,40,0
35,261241,HS-grad,9,0,1741,60,0
31,127651,10th,6,0,1741,40,0
30,104052,HS-grad,9,0,1741,42,0
42,109684,Masters,14,0,1741,35,0
42,202188,Some-college,10,0,1741,50,0
41,394669,Bachelors,13,0,1741,40,0
46,33109,HS-grad,9,0,1741,40,0
34,176185,Bachelors,13,0,1741,40,0
33,289046,HS-grad,9,0,1741,40,0
36,321733,Bachelors,13,0,1741,40,0
36,171676,Bachelors,13,0,1741,40,0
44,139161,Assoc-acdm,12,0,1741,40,0
28,191088,HS-grad,9,0,1741,52,0
52,208630,HS-grad,9,0,1741,38,0
43,191712,Bachelors,13,0,1741,40,0
45,428350,HS-grad,9,0,1740,40,0
30,212237,Bachelors,13,0,1740,45,0
50,177705,Some-college,10,0,1740,48,0
41,343079,Bachelors,13,0,1740,20,0
31,47296,Some-college,10,0,1740,20,0
27,64379,HS-grad,9,0,1740,40,0
63,275034,Bachelors,13,0,1740,35,0
33,100135,HS-grad,9,0,1740,25,0
28,183780,HS-grad,9,0,1740,40,0
34,210164,Some-college,10,0,1740,40,0
31,106753,Assoc-voc,11,0,1740,40,0
30,177216,Prof-school,15,0,1740,40,0
47,469907,Assoc-acdm,12,0,1740,40,0
35,148581,HS-grad,9,0,1740,40,0
32,209808,Some-college,10,0,1740,47,0
33,155151,Some-college,10,0,1740,50,0
38,184655,HS-grad,9,0,1740,48,0
35,189404,Some-college,10,0,1740,40,0
42,248094,HS-grad,9,0,1740,43,0
47,20956,Bachelors,13,0,1740,40,0
34,134886,HS-grad,9,0,1740,35,0
53,96062,Some-college,10,0,1740,40,0
37,200598,Assoc-acdm,12,0,1740,45,0
33,146440,Some-college,10,0,1740,40,0
32,199655,Some-college,10,0,1740,40,0
38,210991,Bachelors,13,0,1740,40,0
52,191529,Some-college,10,0,1740,60,0
35,668319,Bachelors,13,0,1740,80,0
46,113390,Masters,14,0,1740,60,0
28,293926,HS-grad,9,0,1740,30,0
58,138285,Assoc-acdm,12,0,1740,40,0
29,168221,Bachelors,13,0,1740,70,0
30,194827,Some-college,10,0,1740,40,0
53,167380,HS-grad,9,0,1740,50,0
53,208321,HS-grad,9,0,1740,40,0
31,109428,Assoc-acdm,12,0,1740,40,0
46,107231,Some-college,10,0,1740,40,0
59,314149,Assoc-voc,11,0,1740,50,0
62,197353,HS-grad,9,0,1740,40,0
46,148738,HS-grad,9,0,1740,35,0
45,227791,Some-college,10,0,1740,50,0
63,216871,Some-college,10,0,1740,40,0
73,301210,1st-4th,2,0,1735,20,0
75,205860,Some-college,10,0,1735,40,0
45,132563,Prof-school,15,0,1726,40,0
39,237943,HS-grad,9,0,1726,40,0
32,213389,Some-college,10,0,1726,38,0
25,122489,Bachelors,13,0,1726,60,0
24,172146,9th,5,0,1721,40,0
24,106085,HS-grad,9,0,1721,30,0
31,120672,11th,7,0,1721,40,0
31,273324,Some-college,10,0,1721,16,0
20,91939,HS-grad,9,0,1721,30,0
39,52978,Some-college,10,0,1721,55,0
19,184737,HS-grad,9,0,1721,40,0
18,144711,HS-grad,9,0,1721,40,0
18,193290,Some-college,10,0,1721,20,0
23,381741,Assoc-acdm,12,0,1721,20,0
19,210308,Some-college,10,0,1721,30,0
17,148522,11th,7,0,1721,15,0
17,93235,12th,8,0,1721,25,0
22,236330,Some-college,10,0,1721,20,0
19,243941,Some-college,10,0,1721,25,0
21,132053,Some-college,10,0,1721,35,0
23,129767,Some-college,10,0,1721,40,0
39,251710,10th,6,0,1721,15,0
20,111697,Some-college,10,0,1719,28,0
20,223515,Assoc-acdm,12,0,1719,20,0
21,32616,HS-grad,9,0,1719,16,0
18,201901,HS-grad,9,0,1719,15,0
30,96851,Some-college,10,0,1719,25,0
19,387215,Some-college,10,0,1719,16,0
22,217961,Some-college,10,0,1719,30,0
26,322614,Preschool,1,0,1719,40,0
19,158118,HS-grad,9,0,1719,40,0
22,347867,HS-grad,9,0,1719,40,0
37,252947,Bachelors,13,0,1719,32,0
47,27815,9th,5,0,1719,30,0
57,299358,HS-grad,9,0,1719,25,0
21,257781,Some-college,10,0,1719,30,0
21,540712,HS-grad,9,0,1719,25,0
25,190107,HS-grad,9,0,1719,16,0
23,151910,Bachelors,13,0,1719,40,0
17,184924,9th,5,0,1719,15,0
19,351195,9th,5,0,1719,35,0
17,116626,11th,7,0,1719,18,0
20,39803,Some-college,10,0,1719,36,0
21,387335,Some-college,10,0,1719,9,0
32,110331,HS-grad,9,0,1672,60,0
50,175339,HS-grad,9,0,1672,60,0
31,59083,Some-college,10,0,1672,50,0
60,170114,9th,5,0,1672,84,0
34,80933,HS-grad,9,0,1672,40,0
34,119422,Assoc-voc,11,0,1672,50,0
45,181970,HS-grad,9,0,1672,40,0
57,109638,Some-college,10,0,1672,45,0
55,177484,11th,7,0,1672,40,0
61,213321,Some-college,10,0,1672,40,0
51,32372,Bachelors,13,0,1672,70,0
35,54317,HS-grad,9,0,1672,50,0
29,147755,Some-college,10,0,1672,40,0
40,187164,HS-grad,9,0,1672,45,0
46,182541,HS-grad,9,0,1672,50,0
48,185041,7th-8th,4,0,1672,55,0
36,241998,Bachelors,13,0,1672,50,0
46,197836,HS-grad,9,0,1672,50,0
42,117319,HS-grad,9,0,1672,40,0
57,61761,Some-college,10,0,1672,45,0
43,220109,Some-college,10,0,1672,44,0
28,346406,HS-grad,9,0,1672,50,0
49,190115,HS-grad,9,0,1672,44,0
49,208872,HS-grad,9,0,1672,98,0
33,232356,HS-grad,9,0,1672,55,0
30,460408,Some-college,10,0,1672,45,0
54,145419,HS-grad,9,0,1672,50,0
56,119891,Some-college,10,0,1672,40,0
36,110964,Bachelors,13,0,1672,38,0
40,89413,HS-grad,9,0,1672,40,0
32,97723,HS-grad,9,0,1672,40,0
47,107231,Assoc-acdm,12,0,1672,65,0
40,566537,Preschool,1,0,1672,40,0
37,186009,HS-grad,9,0,1672,60,0
28,196690,Assoc-voc,11,0,1669,42,0
37,35330,HS-grad,9,0,1669,55,0
48,125933,Some-college,10,0,1669,38,0
31,207537,HS-grad,9,0,1669,50,0
26,117833,Bachelors,13,0,1669,50,0
23,435835,HS-grad,9,0,1669,55,0
39,331481,Bachelors,13,0,1669,60,0
49,30219,HS-grad,9,0,1669,40,0
56,274111,Masters,14,0,1669,40,0
47,155124,Assoc-voc,11,0,1669,40,0
34,185041,HS-grad,9,0,1669,45,0
32,48458,HS-grad,9,0,1669,45,0
28,72443,Some-college,10,0,1669,60,0
38,30509,Masters,14,0,1669,55,0
34,245173,HS-grad,9,0,1669,45,0
36,224566,Assoc-acdm,12,0,1669,45,0
30,33688,HS-grad,9,0,1669,70,0
26,104834,Masters,14,0,1669,40,0
40,180032,Masters,14,0,1669,40,0
56,52953,Doctorate,16,0,1669,38,0
44,196456,Masters,14,0,1669,40,0
33,169652,Assoc-voc,11,0,1669,55,0
53,137250,Masters,14,0,1669,35,0
61,190682,HS-grad,9,0,1669,50,0
65,316093,Prof-school,15,0,1668,40,0
81,123959,Bachelors,13,0,1668,3,0
68,286869,7th-8th,4,0,1668,40,0
68,144761,HS-grad,9,0,1668,20,0
39,218184,9th,5,0,1651,40,0
61,107438,7th-8th,4,0,1651,40,0
61,162391,7th-8th,4,0,1651,40,0
46,138370,7th-8th,4,0,1651,40,0
56,216636,12th,8,0,1651,40,0
30,190912,11th,7,0,1651,40,0
35,193241,HS-grad,9,0,1651,40,0
34,261023,Some-college,10,0,1651,38,0
27,37250,Some-college,10,0,1651,40,0
65,146454,Masters,14,0,1648,4,0
74,206682,Some-college,10,0,1648,35,0
26,280093,5th-6th,3,0,1628,50,0
62,162245,Prof-school,15,0,1628,70,0
45,188386,HS-grad,9,0,1628,45,0
28,241895,HS-grad,9,0,1628,40,0
37,295949,HS-grad,9,0,1628,40,0
28,273929,HS-grad,9,0,1628,60,0
46,85109,Some-college,10,0,1628,40,0
39,432555,HS-grad,9,0,1628,40,0
34,238305,Some-college,10,0,1628,12,0
37,282872,HS-grad,9,0,1628,40,0
41,211873,Assoc-voc,11,0,1628,5,0
39,278557,Assoc-voc,11,0,1628,48,0
51,47415,Assoc-acdm,12,0,1628,30,0
42,173590,Some-college,10,0,1628,40,0
40,87771,HS-grad,9,0,1628,45,0
23,107801,Some-college,10,0,1617,25,0
43,216042,Some-college,10,0,1617,72,0
55,71630,HS-grad,9,0,1617,40,0
56,99359,HS-grad,9,0,1617,40,0
44,344920,Bachelors,13,0,1617,20,0
30,194141,Some-college,10,0,1617,40,0
36,206253,Some-college,10,0,1617,40,0
62,109463,Some-college,10,0,1617,33,0
33,190772,HS-grad,9,0,1617,40,0
19,242941,Some-college,10,0,1602,10,0
26,225279,Some-college,10,0,1602,40,0
19,93604,7th-8th,4,0,1602,32,0
19,167140,Some-college,10,0,1602,24,0
25,122745,HS-grad,9,0,1602,40,0
26,303973,HS-grad,9,0,1602,15,0
22,219233,HS-grad,9,0,1602,30,0
19,240468,Some-college,10,0,1602,40,0
32,105938,HS-grad,9,0,1602,20,0
18,276864,Some-college,10,0,1602,20,0
22,215395,Some-college,10,0,1602,10,0
21,119309,Some-college,10,0,1602,16,0
20,144685,Some-college,10,0,1602,40,0
18,255282,11th,7,0,1602,48,0
25,282313,10th,6,0,1602,40,0
21,180339,Assoc-voc,11,0,1602,30,0
21,48121,Some-college,10,0,1602,10,0
17,209949,11th,7,0,1602,12,0
57,142791,7th-8th,4,0,1602,3,0
23,53245,Bachelors,13,0,1602,12,0
30,48829,HS-grad,9,0,1602,30,0
18,238867,11th,7,0,1602,40,0
18,214989,Some-college,10,0,1602,24,0
17,225106,10th,6,0,1602,18,0
39,194287,7th-8th,4,0,1602,35,0
18,414721,11th,7,0,1602,23,0
19,218471,HS-grad,9,0,1602,30,0
18,261276,Some-college,10,0,1602,40,0
17,170916,10th,6,0,1602,40,0
21,145651,Some-college,10,0,1602,12,0
18,166889,Some-college,10,0,1602,35,0
19,124486,12th,8,0,1602,20,0
18,404868,11th,7,0,1602,20,0
18,77845,Some-college,10,0,1602,15,0
19,278220,Some-college,10,0,1602,40,0
17,99893,11th,7,0,1602,40,0
17,218361,10th,6,0,1602,12,0
18,171964,HS-grad,9,0,1602,20,0
19,283945,10th,6,0,1602,45,0
20,289405,Some-college,10,0,1602,15,0
57,118806,1st-4th,2,0,1602,45,0
17,132680,10th,6,0,1602,10,0
21,301408,Some-college,10,0,1602,22,0
18,51574,HS-grad,9,0,1602,38,0
20,369678,12th,8,0,1602,40,0
46,155933,Bachelors,13,0,1602,8,0
18,41381,HS-grad,9,0,1602,20,0
23,183327,HS-grad,9,0,1594,20,0
27,60374,HS-grad,9,0,1594,26,0
48,254809,10th,6,0,1594,32,0
46,213611,7th-8th,4,0,1594,24,0
31,651396,HS-grad,9,0,1594,30,0
25,52536,Assoc-acdm,12,0,1594,25,0
26,149734,HS-grad,9,0,1594,40,0
35,220943,HS-grad,9,0,1594,40,0
27,137645,Bachelors,13,0,1590,40,0
29,149943,Some-college,10,0,1590,40,0
39,103986,HS-grad,9,0,1590,40,0
42,191712,Bachelors,13,0,1590,40,0
20,131230,HS-grad,9,0,1590,40,0
32,43403,Some-college,10,0,1590,54,0
50,176969,HS-grad,9,0,1590,40,0
55,151474,Bachelors,13,0,1590,38,0
29,188986,Assoc-voc,11,0,1590,64,0
41,48087,7th-8th,4,0,1590,40,0
25,34402,Bachelors,13,0,1590,60,0
46,170850,Bachelors,13,0,1590,40,0
29,183009,Bachelors,13,0,1590,40,0
23,220993,HS-grad,9,0,1590,48,0
25,177499,Bachelors,13,0,1590,35,0
42,37869,Some-college,10,0,1590,40,0
